Serial Number,Device Blueprint,Name,bgp_as,bgp_loopback,loopback_bgp_hub_hc,wan1,wan1_hub2,wan1_gw,vm_interface_number
FGVMMLTM26000202,HUB2,HUB-2,65500,10.200.1.252,10.250.250.1,port1,100.127.10.102,100.127.10.1,10
