Serial Number,Device Blueprint,Name,bgp_as,bgp_loopback,loopback_bgp_hub_hc,wan1,wan1_hub1,wan1_gw,vm_interface_number
FGVMMLTM26000101,HUB1,HUB-1,65500,10.200.1.251,10.250.250.1,port1,100.127.10.101,100.127.10.1,4
